# Session Metadata: tKjpuhar,local-floor,meters,right-handed,+Y,-Z,
session_id,type,UnixTime(ms),PosX,PosY,PosZ,OrientX,OrientY,OrientZ,OrientW,trackingState
tKjpuhar,pose,1761620017209,-0.26794052,1.41784309,0.00310135,0.15443723,-0.12922329,0.04938958,0.97826947,normal
tKjpuhar,pose,1761620017220,-0.26774216,1.41765617,0.00302696,0.15376434,-0.12763373,0.04872087,0.97861761,normal
tKjpuhar,pose,1761620017232,-0.26760864,1.41748336,0.00294685,0.15295205,-0.12592769,0.04811325,0.97899592,normal
tKjpuhar,pose,1761620017243,-0.26752853,1.41728193,0.00284958,0.15210835,-0.12394736,0.04754899,0.97940757,normal
tKjpuhar,pose,1761620017254,-0.26750469,1.41708842,0.00275993,0.15124097,-0.12164599,0.04701196,0.97985626,normal
tKjpuhar,pose,1761620017265,-0.26756859,1.41686229,0.00277138,0.15040717,-0.11904124,0.04654413,0.98032674,normal
tKjpuhar,pose,1761620017276,-0.26786613,1.41665067,0.00334930,0.14943434,-0.11639271,0.04602317,0.98081802,normal
tKjpuhar,pose,1761620017287,-0.26819324,1.41642050,0.00393295,0.14846319,-0.11363629,0.04533387,0.98132070,normal
tKjpuhar,pose,1761620017299,-0.26846886,1.41615754,0.00439262,0.14731013,-0.11086211,0.04477332,0.98183739,normal
tKjpuhar,pose,1761620017310,-0.26858807,1.41582547,0.00429535,0.14620768,-0.10804135,0.04422396,0.98234140,normal
tKjpuhar,pose,1761620017321,-0.26876831,1.41551061,0.00419998,0.14478632,-0.10530254,0.04367792,0.98287361,normal
tKjpuhar,pose,1761620017332,-0.26891899,1.41518439,0.00413132,0.14344665,-0.10228222,0.04304225,0.98341689,normal
tKjpuhar,pose,1761620017343,-0.26912308,1.41489224,0.00401688,0.14221468,-0.09950558,0.04233857,0.98391111,normal
tKjpuhar,pose,1761620017354,-0.26930237,1.41463919,0.00393677,0.14134047,-0.09659044,0.04161165,0.98435849,normal
tKjpuhar,pose,1761620017365,-0.26948357,1.41440575,0.00387764,0.14060256,-0.09372637,0.04104344,0.98476481,normal
tKjpuhar,pose,1761620017377,-0.26980686,1.41419695,0.00385666,0.13997635,-0.09098119,0.04048219,0.98513463,normal
tKjpuhar,pose,1761620017388,-0.27009773,1.41396035,0.00385475,0.13927958,-0.08815247,0.03994734,0.98551233,normal
tKjpuhar,pose,1761620017399,-0.27036095,1.41371591,0.00387764,0.13839149,-0.08538884,0.03940292,0.98590261,normal
tKjpuhar,pose,1761620017410,-0.27051735,1.41341582,0.00385284,0.13748985,-0.08273915,0.03868258,0.98628314,normal
tKjpuhar,pose,1761620017421,-0.27067566,1.41312833,0.00386620,0.13638521,-0.08050564,0.03761604,0.98666253,normal
tKjpuhar,pose,1761620017433,-0.27077961,1.41284363,0.00388718,0.13534640,-0.07868969,0.03641707,0.98699700,normal
tKjpuhar,pose,1761620017443,-0.27083588,1.41260783,0.00392151,0.13439307,-0.07721752,0.03515429,0.98728929,normal
tKjpuhar,pose,1761620017455,-0.27086449,1.41236754,0.00394821,0.13363935,-0.07599196,0.03396357,0.98752834,normal
tKjpuhar,pose,1761620017465,-0.27090073,1.41215105,0.00397491,0.13283477,-0.07494590,0.03294274,0.98775139,normal
tKjpuhar,pose,1761620017476,-0.27089691,1.41189504,0.00403976,0.13189299,-0.07397145,0.03209395,0.98797897,normal
tKjpuhar,pose,1761620017488,-0.27087784,1.41165058,0.00412560,0.13073420,-0.07304326,0.03145142,0.98822268,normal
tKjpuhar,pose,1761620017499,-0.27083588,1.41141616,0.00419426,0.12960452,-0.07223252,0.03100767,0.98844507,normal
tKjpuhar,pose,1761620017510,-0.27081680,1.41121641,0.00422668,0.12871016,-0.07144004,0.03071071,0.98862878,normal
tKjpuhar,pose,1761620017521,-0.27079582,1.41098844,0.00424957,0.12812335,-0.07061941,0.03065638,0.98876564,normal
tKjpuhar,pose,1761620017532,-0.27078438,1.41082433,0.00427628,0.12788693,-0.06972235,0.03070416,0.98885842,normal
tKjpuhar,pose,1761620017543,-0.27077198,1.41067238,0.00431824,0.12765900,-0.06890723,0.03078790,0.98894240,normal
tKjpuhar,pose,1761620017555,-0.27077293,1.41054049,0.00438690,0.12748526,-0.06823761,0.03073069,0.98901302,normal
tKjpuhar,pose,1761620017566,-0.27075577,1.41041914,0.00448227,0.12725574,-0.06777665,0.03078307,0.98907265,normal
tKjpuhar,pose,1761620017577,-0.27075386,1.41032252,0.00463867,0.12697656,-0.06742311,0.03092198,0.98912836,normal
tKjpuhar,pose,1761620017588,-0.27074814,1.41023199,0.00481987,0.12671358,-0.06693846,0.03111657,0.98918889,normal
tKjpuhar,pose,1761620017599,-0.27073193,1.41013409,0.00499725,0.12649284,-0.06647212,0.03130636,0.98924261,normal
tKjpuhar,pose,1761620017610,-0.27067375,1.41001512,0.00512695,0.12622970,-0.06609657,0.03142840,0.98929751,normal
tKjpuhar,pose,1761620017621,-0.27061272,1.40989582,0.00527763,0.12593490,-0.06577406,0.03146111,0.98935553,normal
tKjpuhar,pose,1761620017633,-0.27053547,1.40977895,0.00543594,0.12586549,-0.06555340,0.03139969,0.98938096,normal
tKjpuhar,pose,1761620017644,-0.27045059,1.40968388,0.00560379,0.12583027,-0.06537912,0.03142525,0.98939616,normal
tKjpuhar,pose,1761620017655,-0.27035713,1.40960069,0.00577927,0.12587501,-0.06521076,0.03144659,0.98940091,normal
tKjpuhar,pose,1761620017666,-0.27025890,1.40953265,0.00595665,0.12585449,-0.06498968,0.03149939,0.98941638,normal
tKjpuhar,pose,1761620017677,-0.27015781,1.40943815,0.00614357,0.12592894,-0.06478780,0.03156202,0.98941815,normal
tKjpuhar,pose,1761620017688,-0.27003670,1.40934692,0.00632858,0.12590248,-0.06460899,0.03154995,0.98943360,normal
tKjpuhar,pose,1761620017700,-0.26990604,1.40925795,0.00650024,0.12577480,-0.06454971,0.03143257,0.98945744,normal
tKjpuhar,pose,1761620017711,-0.26976109,1.40919007,0.00666809,0.12563568,-0.06458136,0.03130507,0.98947709,normal
tKjpuhar,pose,1761620017722,-0.26960278,1.40913109,0.00681686,0.12559322,-0.06460127,0.03109554,0.98948779,normal
tKjpuhar,pose,1761620017733,-0.26945114,1.40907928,0.00696754,0.12553684,-0.06467912,0.03098535,0.98949332,normal
tKjpuhar,pose,1761620017744,-0.26928902,1.40904419,0.00710106,0.12543120,-0.06469691,0.03095739,0.98950642,normal
tKjpuhar,pose,1761620017755,-0.26913452,1.40901917,0.00721741,0.12536080,-0.06470180,0.03090901,0.98951654,normal
tKjpuhar,pose,1761620017766,-0.26898193,1.40899433,0.00732231,0.12536648,-0.06461278,0.03084430,0.98952366,normal
tKjpuhar,pose,1761620017778,-0.26889229,1.40902030,0.00738144,0.12536519,-0.06454244,0.03076461,0.98953089,normal
tKjpuhar,pose,1761620017789,-0.26883602,1.40903443,0.00743484,0.12531746,-0.06439176,0.03062885,0.98955096,normal
tKjpuhar,pose,1761620017800,-0.26877022,1.40902373,0.00748444,0.12524637,-0.06426981,0.03038075,0.98957554,normal
tKjpuhar,pose,1761620017811,-0.26866055,1.40897541,0.00755501,0.12510249,-0.06418315,0.03013562,0.98960686,normal
tKjpuhar,pose,1761620017822,-0.26854801,1.40892878,0.00762177,0.12510215,-0.06407154,0.02991177,0.98962093,normal
tKjpuhar,pose,1761620017833,-0.26845646,1.40889627,0.00767708,0.12514110,-0.06396842,0.02976220,0.98962718,normal
tKjpuhar,pose,1761620017844,-0.26836777,1.40887366,0.00771713,0.12513131,-0.06382141,0.02964569,0.98964141,normal
tKjpuhar,pose,1761620017856,-0.26829910,1.40885265,0.00776291,0.12513479,-0.06365976,0.02949354,0.98965593,normal
tKjpuhar,pose,1761620017867,-0.26824951,1.40882750,0.00779533,0.12519441,-0.06351695,0.02935594,0.98966165,normal
tKjpuhar,pose,1761620017878,-0.26822090,1.40876858,0.00783157,0.12533725,-0.06337622,0.02919945,0.98965722,normal
tKjpuhar,pose,1761620017889,-0.26819611,1.40871359,0.00787926,0.12547604,-0.06334892,0.02905857,0.98964553,normal
tKjpuhar,pose,1761620017900,-0.26817989,1.40868685,0.00793839,0.12557964,-0.06330487,0.02889818,0.98963990,normal
tKjpuhar,pose,1761620017911,-0.26816177,1.40868597,0.00798798,0.12576101,-0.06332296,0.02874508,0.98962018,normal
tKjpuhar,pose,1761620017922,-0.26814651,1.40869841,0.00802040,0.12596337,-0.06332088,0.02867292,0.98959667,normal
tKjpuhar,pose,1761620017934,-0.26814270,1.40872176,0.00805473,0.12613661,-0.06332654,0.02866101,0.98957458,normal
tKjpuhar,pose,1761620017945,-0.26814842,1.40872732,0.00808334,0.12631222,-0.06333044,0.02870021,0.98955080,normal
tKjpuhar,pose,1761620017956,-0.26816940,1.40871854,0.00811005,0.12633824,-0.06332490,0.02866114,0.98954896,normal
tKjpuhar,pose,1761620017967,-0.26819992,1.40869083,0.00814438,0.12631291,-0.06332823,0.02864565,0.98955243,normal
tKjpuhar,pose,1761620017978,-0.26827621,1.40867363,0.00818634,0.12621587,-0.06333232,0.02865081,0.98956440,normal
tKjpuhar,pose,1761620017989,-0.26835537,1.40865822,0.00821877,0.12616161,-0.06333709,0.02865272,0.98957096,normal
tKjpuhar,pose,1761620018000,-0.26842785,1.40863600,0.00825119,0.12614566,-0.06334579,0.02868352,0.98957154,normal
tKjpuhar,pose,1761620018012,-0.26850033,1.40861095,0.00825882,0.12612008,-0.06336519,0.02877145,0.98957101,normal
tKjpuhar,pose,1761620018023,-0.26857185,1.40858169,0.00826263,0.12614692,-0.06330592,0.02893056,0.98956674,normal
tKjpuhar,pose,1761620018034,-0.26865005,1.40855940,0.00825882,0.12604226,-0.06321148,0.02925882,0.98957646,normal
tKjpuhar,pose,1761620018045,-0.26873016,1.40854053,0.00823593,0.12610502,-0.06305468,0.02943260,0.98957332,normal
tKjpuhar,pose,1761620018056,-0.26882458,1.40852268,0.00822067,0.12611100,-0.06291709,0.02953641,0.98957822,normal
tKjpuhar,pose,1761620018067,-0.26890373,1.40849745,0.00819397,0.12600487,-0.06291887,0.02952444,0.98959198,normal
tKjpuhar,pose,1761620018078,-0.26898479,1.40846993,0.00815582,0.12590617,-0.06295606,0.02940291,0.98960580,normal
tKjpuhar,pose,1761620018090,-0.26905251,1.40847154,0.00811768,0.12596276,-0.06309324,0.02922615,0.98959510,normal
tKjpuhar,pose,1761620018101,-0.26913261,1.40850198,0.00809097,0.12609015,-0.06316549,0.02920433,0.98957491,normal
tKjpuhar,pose,1761620018112,-0.26922894,1.40856126,0.00807953,0.12623409,-0.06320435,0.02930260,0.98955117,normal
tKjpuhar,pose,1761620018123,-0.26932526,1.40861286,0.00807190,0.12631518,-0.06317932,0.02948549,0.98953699,normal
tKjpuhar,pose,1761620018134,-0.26942825,1.40864834,0.00806046,0.12633687,-0.06315571,0.02975652,0.98952762,normal
tKjpuhar,pose,1761620018145,-0.26952076,1.40865795,0.00804329,0.12632403,-0.06322876,0.02990729,0.98952004,normal
tKjpuhar,pose,1761620018157,-0.26960945,1.40866317,0.00803757,0.12624063,-0.06337154,0.02987061,0.98952266,normal
tKjpuhar,pose,1761620018168,-0.26969337,1.40869381,0.00801849,0.12629745,-0.06355605,0.02985014,0.98950420,normal
tKjpuhar,pose,1761620018179,-0.26977634,1.40884200,0.00793839,0.12650737,-0.06379298,0.02990147,0.98946058,normal
tKjpuhar,pose,1761620018190,-0.26985264,1.40897922,0.00786972,0.12669657,-0.06400657,0.02997756,0.98942028,normal
tKjpuhar,pose,1761620018201,-0.26992226,1.40904824,0.00782013,0.12676700,-0.06415799,0.03004664,0.98939935,normal
tKjpuhar,pose,1761620018212,-0.26996994,1.40902694,0.00780487,0.12660941,-0.06439269,0.03015090,0.98940111,normal
tKjpuhar,pose,1761620018223,-0.27001667,1.40897848,0.00778770,0.12641627,-0.06455487,0.03026059,0.98941189,normal
tKjpuhar,pose,1761620018235,-0.27006340,1.40891476,0.00777435,0.12624741,-0.06468496,0.03021922,0.98942622,normal
tKjpuhar,pose,1761620018246,-0.27011204,1.40882808,0.00775719,0.12592098,-0.06484777,0.03019773,0.98945782,normal
tKjpuhar,pose,1761620018257,-0.27015400,1.40873340,0.00774765,0.12562790,-0.06499672,0.03015919,0.98948647,normal
tKjpuhar,pose,1761620018268,-0.27020073,1.40863732,0.00774384,0.12551620,-0.06512642,0.03012636,0.98949312,normal
tKjpuhar,pose,1761620018279,-0.27025032,1.40855098,0.00775528,0.12551697,-0.06524336,0.03013209,0.98948514,normal
tKjpuhar,pose,1761620018290,-0.27030563,1.40847975,0.00776100,0.12556297,-0.06537983,0.03008457,0.98947175,normal
tKjpuhar,pose,1761620018302,-0.27034378,1.40843071,0.00775719,0.12543941,-0.06543750,0.03003366,0.98948515,normal
tKjpuhar,pose,1761620018313,-0.27039337,1.40840328,0.00773048,0.12523588,-0.06553457,0.03001572,0.98950505,normal
tKjpuhar,pose,1761620018324,-0.27044868,1.40836148,0.00770378,0.12499975,-0.06553168,0.03000804,0.98953533,normal
tKjpuhar,pose,1761620018335,-0.27052021,1.40833466,0.00767708,0.12477932,-0.06547785,0.02998158,0.98956752,normal
tKjpuhar,pose,1761620018346,-0.27058887,1.40831594,0.00764465,0.12476557,-0.06538266,0.02997535,0.98957574,normal
tKjpuhar,pose,1761620018357,-0.27067089,1.40831669,0.00760841,0.12475410,-0.06531397,0.02993965,0.98958280,normal
tKjpuhar,pose,1761620018368,-0.27074718,1.40833336,0.00758362,0.12483039,-0.06525237,0.02996000,0.98957663,normal
tKjpuhar,pose,1761620018379,-0.27082062,1.40837391,0.00758743,0.12490511,-0.06520358,0.02998770,0.98956958,normal
tKjpuhar,pose,1761620018391,-0.27089596,1.40840991,0.00759888,0.12494682,-0.06515449,0.03006035,0.98956534,normal
tKjpuhar,pose,1761620018402,-0.27097988,1.40842123,0.00759506,0.12496056,-0.06506998,0.03013010,0.98956704,normal
tKjpuhar,pose,1761620018413,-0.27105522,1.40841012,0.00756073,0.12492427,-0.06494988,0.03022664,0.98957657,normal
tKjpuhar,pose,1761620018424,-0.27114201,1.40837748,0.00754166,0.12474896,-0.06477803,0.03032674,0.98960689,normal
tKjpuhar,pose,1761620018435,-0.27123356,1.40832855,0.00751877,0.12464644,-0.06466228,0.03039702,0.98962522,normal
tKjpuhar,pose,1761620018446,-0.27132225,1.40829127,0.00749207,0.12455181,-0.06456957,0.03039428,0.98964327,normal
tKjpuhar,pose,1761620018458,-0.27140999,1.40826520,0.00746536,0.12455545,-0.06449077,0.03049512,0.98964485,normal
tKjpuhar,pose,1761620018469,-0.27150154,1.40824348,0.00744247,0.12467907,-0.06437594,0.03056619,0.98963457,normal
tKjpuhar,pose,1761620018480,-0.27161407,1.40819596,0.00743484,0.12472070,-0.06420905,0.03075405,0.98963434,normal
tKjpuhar,pose,1761620018491,-0.27174091,1.40815486,0.00742722,0.12471829,-0.06405107,0.03083363,0.98964241,normal
tKjpuhar,pose,1761620018502,-0.27185059,1.40811059,0.00742722,0.12458450,-0.06387747,0.03095979,0.98966654,normal
tKjpuhar,pose,1761620018513,-0.27194405,1.40807398,0.00740623,0.12439978,-0.06374768,0.03100723,0.98969666,normal
tKjpuhar,pose,1761620018524,-0.27203369,1.40803580,0.00741768,0.12415485,-0.06362626,0.03104957,0.98973390,normal
tKjpuhar,pose,1761620018536,-0.27212143,1.40800618,0.00742722,0.12409648,-0.06351527,0.03112835,0.98974588,normal
tKjpuhar,pose,1761620018547,-0.27220249,1.40799904,0.00744820,0.12409116,-0.06338373,0.03132321,0.98974883,normal
tKjpuhar,pose,1761620018558,-0.27228928,1.40801619,0.00747490,0.12417271,-0.06334337,0.03151325,0.98973515,normal
tKjpuhar,pose,1761620018569,-0.27237988,1.40807131,0.00751877,0.12423651,-0.06320686,0.03170008,0.98972991,normal
tKjpuhar,pose,1761620018580,-0.27247143,1.40813963,0.00757217,0.12442027,-0.06307858,0.03188567,0.98970904,normal
tKjpuhar,pose,1761620018591,-0.27257538,1.40821682,0.00763893,0.12446836,-0.06298798,0.03201876,0.98970447,normal
tKjpuhar,pose,1761620018602,-0.27265358,1.40825264,0.00770187,0.12446967,-0.06293613,0.03214555,0.98970349,normal
tKjpuhar,pose,1761620018613,-0.27270031,1.40825857,0.00775909,0.12454872,-0.06284481,0.03221590,0.98969707,normal
tKjpuhar,pose,1761620018625,-0.27275848,1.40826260,0.00782013,0.12462703,-0.06280321,0.03217492,0.98969118,normal
tKjpuhar,pose,1761620018636,-0.27280235,1.40826498,0.00787735,0.12477876,-0.06276742,0.03219106,0.98967381,normal
tKjpuhar,pose,1761620018647,-0.27283478,1.40827568,0.00794220,0.12490495,-0.06275866,0.03227516,0.98965571,normal
tKjpuhar,pose,1761620018658,-0.27286816,1.40828899,0.00799942,0.12500267,-0.06275886,0.03239631,0.98963940,normal
tKjpuhar,pose,1761620018669,-0.27288532,1.40829407,0.00805855,0.12507314,-0.06271759,0.03262947,0.98962545,normal
tKjpuhar,pose,1761620018680,-0.27289772,1.40829122,0.00812531,0.12517558,-0.06266454,0.03283261,0.98960914,normal
tKjpuhar,pose,1761620018692,-0.27290344,1.40828751,0.00817299,0.12540340,-0.06266883,0.03285562,0.98957926,normal
tKjpuhar,pose,1761620018703,-0.27290344,1.40827538,0.00822830,0.12546690,-0.06270010,0.03273945,0.98957308,normal
tKjpuhar,pose,1761620018714,-0.27290344,1.40828572,0.00827408,0.12540499,-0.06287542,0.03256141,0.98957568,normal
tKjpuhar,pose,1761620018725,-0.27289009,1.40831970,0.00832748,0.12538866,-0.06318555,0.03219972,0.98956983,normal
tKjpuhar,pose,1761620018736,-0.27287102,1.40837987,0.00837326,0.12558144,-0.06336860,0.03215639,0.98953509,normal
tKjpuhar,pose,1761620018747,-0.27285385,1.40844946,0.00842667,0.12567967,-0.06350512,0.03221343,0.98951201,normal
tKjpuhar,pose,1761620018758,-0.27284241,1.40850452,0.00847244,0.12568707,-0.06359357,0.03231990,0.98950192,normal
tKjpuhar,pose,1761620018770,-0.27281380,1.40854725,0.00853348,0.12554280,-0.06368968,0.03238152,0.98951203,normal
tKjpuhar,pose,1761620018781,-0.27280521,1.40856962,0.00861168,0.12528174,-0.06380081,0.03237989,0.98953802,normal
tKjpuhar,pose,1761620018792,-0.27279282,1.40856600,0.00868797,0.12503978,-0.06393609,0.03225038,0.98956412,normal
tKjpuhar,pose,1761620018803,-0.27277374,1.40856154,0.00877380,0.12494742,-0.06402436,0.03204352,0.98957680,normal
tKjpuhar,pose,1761620018814,-0.27276039,1.40856110,0.00884628,0.12502910,-0.06418264,0.03187553,0.98956165,normal
tKjpuhar,pose,1761620018825,-0.27274227,1.40858208,0.00892639,0.12521018,-0.06423807,0.03178582,0.98953804,normal
tKjpuhar,pose,1761620018837,-0.27272797,1.40859972,0.00900269,0.12540193,-0.06424406,0.03177890,0.98951360,normal
tKjpuhar,pose,1761620018848,-0.27272415,1.40860890,0.00909805,0.12537235,-0.06421462,0.03174579,0.98952032,normal
tKjpuhar,pose,1761620018859,-0.27272892,1.40859969,0.00918198,0.12538594,-0.06408352,0.03171782,0.98952799,normal
tKjpuhar,pose,1761620018870,-0.27274227,1.40855618,0.00930023,0.12542247,-0.06393722,0.03163020,0.98953563,normal
tKjpuhar,pose,1761620018881,-0.27275085,1.40850241,0.00944519,0.12535042,-0.06379187,0.03142128,0.98956080,normal
tKjpuhar,pose,1761620018892,-0.27276230,1.40844260,0.00959969,0.12531174,-0.06372920,0.03129031,0.98957388,normal
tKjpuhar,pose,1761620018904,-0.27277184,1.40840679,0.00972366,0.12538581,-0.06368608,0.03125965,0.98956825,normal
tKjpuhar,pose,1761620018915,-0.27278328,1.40838046,0.00982094,0.12554312,-0.06352037,0.03121646,0.98956032,normal
tKjpuhar,pose,1761620018925,-0.27280045,1.40836391,0.00990486,0.12557630,-0.06340462,0.03115426,0.98956549,normal
tKjpuhar,pose,1761620018936,-0.27281857,1.40836020,0.00998878,0.12555758,-0.06323547,0.03120426,0.98957711,normal
tKjpuhar,pose,1761620018969,-0.27283669,1.40835823,0.01007462,0.12547827,-0.06314942,0.03125038,0.98959121,normal
tKjpuhar,pose,1761620018972,-0.27286243,1.40834992,0.01027870,0.12548619,-0.06292236,0.03123158,0.98960527,normal
tKjpuhar,pose,1761620018983,-0.27283096,1.40832408,0.01038170,0.12552720,-0.06287441,0.03131826,0.98960037,normal
tKjpuhar,pose,1761620018995,-0.27280140,1.40831126,0.01048660,0.12555954,-0.06286693,0.03139976,0.98959416,normal
tKjpuhar,pose,1761620019008,-0.27278233,1.40832035,0.01057243,0.12558543,-0.06290165,0.03144009,0.98958739,normal
tKjpuhar,pose,1761620019020,-0.27277184,1.40832804,0.01065826,0.12558519,-0.06292192,0.03142774,0.98958652,normal
tKjpuhar,pose,1761620019031,-0.27276230,1.40832059,0.01074982,0.12540025,-0.06295475,0.03142315,0.98960803,normal
tKjpuhar,pose,1761620019042,-0.27274799,1.40830167,0.01082230,0.12536593,-0.06303379,0.03134906,0.98960970,normal
tKjpuhar,pose,1761620019054,-0.27272129,1.40828921,0.01090050,0.12543072,-0.06305498,0.03130901,0.98960141,normal
tKjpuhar,pose,1761620019065,-0.27269459,1.40829100,0.01098251,0.12559072,-0.06314379,0.03133250,0.98957471,normal
tKjpuhar,pose,1761620019076,-0.27266598,1.40829866,0.01104164,0.12574220,-0.06324479,0.03134127,0.98954875,normal
tKjpuhar,pose,1761620019088,-0.27261162,1.40829931,0.01111794,0.12583158,-0.06326548,0.03133775,0.98953617,normal
tKjpuhar,pose,1761620019099,-0.27257156,1.40829085,0.01117325,0.12589568,-0.06335151,0.03127164,0.98952461,normal
tKjpuhar,pose,1761620019110,-0.27252865,1.40824960,0.01125145,0.12585874,-0.06338730,0.03123305,0.98952823,normal
tKjpuhar,pose,1761620019122,-0.27249146,1.40819688,0.01133537,0.12582452,-0.06343455,0.03116236,0.98953179,normal
tKjpuhar,pose,1761620019133,-0.27244854,1.40815550,0.01141167,0.12580783,-0.06352049,0.03107535,0.98953113,normal
tKjpuhar,pose,1761620019144,-0.27240944,1.40813391,0.01148605,0.12592594,-0.06360179,0.03106341,0.98951126,normal
tKjpuhar,pose,1761620019156,-0.27236080,1.40813327,0.01155281,0.12630213,-0.06367368,0.03109271,0.98945777,normal
tKjpuhar,pose,1761620019167,-0.27231503,1.40817012,0.01161766,0.12652597,-0.06377158,0.03105184,0.98942415,normal
tKjpuhar,pose,1761620019179,-0.27225876,1.40819387,0.01168060,0.12671502,-0.06391305,0.03106079,0.98939055,normal
tKjpuhar,pose,1761620019190,-0.27219582,1.40821707,0.01176071,0.12672022,-0.06402362,0.03107091,0.98938241,normal
tKjpuhar,pose,1761620019201,-0.27211189,1.40822046,0.01184082,0.12666519,-0.06418085,0.03109349,0.98937856,normal
tKjpuhar,pose,1761620019213,-0.27203751,1.40820931,0.01190567,0.12655722,-0.06430948,0.03102493,0.98938618,normal
tKjpuhar,pose,1761620019224,-0.27196503,1.40820207,0.01197815,0.12650554,-0.06448922,0.03090672,0.98938479,normal
tKjpuhar,pose,1761620019236,-0.27189541,1.40821104,0.01203346,0.12653365,-0.06465948,0.03085148,0.98937181,normal
tKjpuhar,pose,1761620019367,-0.27182579,1.40823123,0.01208878,0.12667338,-0.06480411,0.03080691,0.98934585,normal
tKjpuhar,pose,1761620019402,-0.27098751,1.40812445,0.01255417,0.12683832,-0.06754357,0.03123601,0.98912801,normal
tKjpuhar,pose,1761620019405,-0.27070141,1.40814565,0.01257896,0.12631869,-0.06940464,0.03106150,0.98907116,normal
tKjpuhar,pose,1761620019453,-0.27029514,1.40821742,0.01256180,0.12629308,-0.07101074,0.03115715,0.98895741,normal
